f	pi	p0
0.02564	6231.0	5207.0
0.05128	2261.0	2583.0
0.07692	1375.0	1730.0
0.10256	830.0	1269.0
0.12821	660.0	981.0
0.15385	551.0	882.0
0.17949	435.0	773.0
0.20513	337.0	553.0
0.23077	320.0	495.0
0.25641	273.0	407.0
0.28205	234.0	395.0
0.30769	187.0	319.0
0.33333	203.0	313.0
0.35897	170.0	297.0
0.38462	148.0	343.0
0.41026	126.0	274.0
0.4359	146.0	219.0
0.46154	143.0	227.0
0.48718	127.0	204.0
0.51282	80.0	225.0
0.53846	99.0	197.0
0.5641	69.0	206.0
0.58974	75.0	204.0
0.61538	77.0	198.0
0.64103	56.0	203.0
0.66667	80.0	159.0
0.69231	86.0	180.0
0.71795	55.0	137.0
0.74359	44.0	176.0
0.76923	46.0	139.0
0.79487	72.0	138.0
0.82051	51.0	151.0
0.84615	63.0	151.0
0.87179	41.0	137.0
0.89744	48.0	142.0
0.92308	43.0	119.0
0.94872	65.0	117.0
0.97436	58.0	114.0
1.0	50.0	156.0
