f	pi	p0
0.02564	6499.0	5167.0
0.05128	2327.0	2600.0
0.07692	1373.0	1630.0
0.10256	911.0	1282.0
0.12821	665.0	959.0
0.15385	504.0	841.0
0.17949	463.0	750.0
0.20513	340.0	521.0
0.23077	287.0	481.0
0.25641	269.0	442.0
0.28205	225.0	379.0
0.30769	174.0	345.0
0.33333	183.0	293.0
0.35897	162.0	285.0
0.38462	134.0	306.0
0.41026	131.0	260.0
0.4359	145.0	214.0
0.46154	151.0	238.0
0.48718	120.0	215.0
0.51282	109.0	247.0
0.53846	94.0	222.0
0.5641	74.0	182.0
0.58974	72.0	216.0
0.61538	82.0	179.0
0.64103	58.0	170.0
0.66667	81.0	176.0
0.69231	73.0	145.0
0.71795	65.0	141.0
0.74359	62.0	181.0
0.76923	64.0	146.0
0.79487	64.0	129.0
0.82051	44.0	137.0
0.84615	47.0	142.0
0.87179	45.0	180.0
0.89744	45.0	119.0
0.92308	46.0	107.0
0.94872	51.0	132.0
0.97436	73.0	136.0
1.0	47.0	178.0
