f	pi	p0
0.02564	6374.0	5052.0
0.05128	2257.0	2474.0
0.07692	1384.0	1686.0
0.10256	825.0	1273.0
0.12821	700.0	975.0
0.15385	491.0	830.0
0.17949	414.0	745.0
0.20513	376.0	553.0
0.23077	288.0	495.0
0.25641	286.0	398.0
0.28205	247.0	368.0
0.30769	177.0	346.0
0.33333	173.0	317.0
0.35897	167.0	324.0
0.38462	137.0	337.0
0.41026	107.0	273.0
0.4359	147.0	216.0
0.46154	124.0	236.0
0.48718	112.0	214.0
0.51282	88.0	236.0
0.53846	95.0	204.0
0.5641	70.0	190.0
0.58974	70.0	211.0
0.61538	93.0	195.0
0.64103	78.0	175.0
0.66667	85.0	152.0
0.69231	68.0	157.0
0.71795	80.0	162.0
0.74359	57.0	169.0
0.76923	53.0	140.0
0.79487	64.0	142.0
0.82051	52.0	157.0
0.84615	54.0	132.0
0.87179	56.0	148.0
0.89744	54.0	125.0
0.92308	40.0	111.0
0.94872	55.0	140.0
0.97436	54.0	138.0
1.0	43.0	138.0
