f	pi	p0
0.02564	6402.0	4936.0
0.05128	2348.0	2470.0
0.07692	1340.0	1710.0
0.10256	873.0	1269.0
0.12821	674.0	980.0
0.15385	517.0	849.0
0.17949	438.0	740.0
0.20513	339.0	541.0
0.23077	312.0	521.0
0.25641	261.0	390.0
0.28205	242.0	397.0
0.30769	155.0	364.0
0.33333	176.0	309.0
0.35897	179.0	288.0
0.38462	124.0	298.0
0.41026	112.0	248.0
0.4359	145.0	230.0
0.46154	130.0	225.0
0.48718	120.0	216.0
0.51282	89.0	249.0
0.53846	128.0	215.0
0.5641	79.0	189.0
0.58974	75.0	187.0
0.61538	91.0	191.0
0.64103	74.0	196.0
0.66667	72.0	144.0
0.69231	73.0	143.0
0.71795	62.0	134.0
0.74359	53.0	190.0
0.76923	49.0	139.0
0.79487	81.0	119.0
0.82051	50.0	151.0
0.84615	49.0	136.0
0.87179	32.0	147.0
0.89744	59.0	125.0
0.92308	53.0	131.0
0.94872	51.0	137.0
0.97436	63.0	134.0
1.0	53.0	155.0
