f	pi	p0
0.02564	6348.0	5282.0
0.05128	2297.0	2506.0
0.07692	1363.0	1709.0
0.10256	845.0	1253.0
0.12821	657.0	987.0
0.15385	515.0	789.0
0.17949	457.0	785.0
0.20513	360.0	618.0
0.23077	277.0	491.0
0.25641	279.0	482.0
0.28205	250.0	439.0
0.30769	183.0	335.0
0.33333	160.0	344.0
0.35897	143.0	305.0
0.38462	131.0	306.0
0.41026	118.0	295.0
0.4359	158.0	220.0
0.46154	148.0	216.0
0.48718	127.0	213.0
0.51282	95.0	232.0
0.53846	86.0	218.0
0.5641	73.0	183.0
0.58974	91.0	218.0
0.61538	98.0	156.0
0.64103	69.0	203.0
0.66667	82.0	160.0
0.69231	82.0	145.0
0.71795	70.0	161.0
0.74359	46.0	163.0
0.76923	40.0	145.0
0.79487	72.0	139.0
0.82051	50.0	157.0
0.84615	48.0	134.0
0.87179	41.0	148.0
0.89744	52.0	155.0
0.92308	48.0	117.0
0.94872	57.0	139.0
0.97436	61.0	146.0
1.0	54.0	147.0
