f	pi	p0
0.02564	6226.0	5195.0
0.05128	2372.0	2513.0
0.07692	1365.0	1667.0
0.10256	864.0	1305.0
0.12821	673.0	1006.0
0.15385	504.0	816.0
0.17949	466.0	738.0
0.20513	366.0	598.0
0.23077	301.0	517.0
0.25641	314.0	401.0
0.28205	238.0	386.0
0.30769	186.0	320.0
0.33333	178.0	322.0
0.35897	179.0	302.0
0.38462	130.0	307.0
0.41026	110.0	291.0
0.4359	137.0	235.0
0.46154	133.0	253.0
0.48718	123.0	186.0
0.51282	78.0	231.0
0.53846	106.0	186.0
0.5641	78.0	196.0
0.58974	61.0	204.0
0.61538	90.0	208.0
0.64103	77.0	184.0
0.66667	81.0	167.0
0.69231	78.0	147.0
0.71795	70.0	149.0
0.74359	61.0	192.0
0.76923	44.0	158.0
0.79487	82.0	118.0
0.82051	51.0	146.0
0.84615	45.0	131.0
0.87179	43.0	164.0
0.89744	57.0	108.0
0.92308	52.0	125.0
0.94872	50.0	125.0
0.97436	53.0	130.0
1.0	51.0	146.0
