f	pi	p0
0.02564	6372.0	5134.0
0.05128	2259.0	2469.0
0.07692	1396.0	1762.0
0.10256	814.0	1258.0
0.12821	665.0	949.0
0.15385	516.0	843.0
0.17949	473.0	793.0
0.20513	352.0	587.0
0.23077	256.0	509.0
0.25641	304.0	378.0
0.28205	224.0	374.0
0.30769	165.0	334.0
0.33333	189.0	335.0
0.35897	150.0	301.0
0.38462	140.0	296.0
0.41026	113.0	265.0
0.4359	137.0	238.0
0.46154	153.0	242.0
0.48718	136.0	217.0
0.51282	96.0	249.0
0.53846	86.0	210.0
0.5641	64.0	167.0
0.58974	78.0	187.0
0.61538	96.0	190.0
0.64103	77.0	175.0
0.66667	71.0	148.0
0.69231	73.0	164.0
0.71795	64.0	139.0
0.74359	56.0	171.0
0.76923	50.0	156.0
0.79487	73.0	164.0
0.82051	50.0	131.0
0.84615	54.0	129.0
0.87179	48.0	148.0
0.89744	59.0	128.0
0.92308	37.0	109.0
0.94872	56.0	135.0
0.97436	57.0	138.0
1.0	61.0	149.0
