f	pi	p0
0.02564	6391.0	5104.0
0.05128	2224.0	2495.0
0.07692	1354.0	1673.0
0.10256	863.0	1234.0
0.12821	701.0	939.0
0.15385	549.0	876.0
0.17949	476.0	775.0
0.20513	356.0	623.0
0.23077	289.0	473.0
0.25641	267.0	458.0
0.28205	238.0	438.0
0.30769	197.0	337.0
0.33333	147.0	328.0
0.35897	181.0	305.0
0.38462	147.0	281.0
0.41026	128.0	289.0
0.4359	133.0	229.0
0.46154	134.0	220.0
0.48718	124.0	231.0
0.51282	89.0	239.0
0.53846	86.0	230.0
0.5641	71.0	178.0
0.58974	61.0	189.0
0.61538	77.0	178.0
0.64103	72.0	165.0
0.66667	76.0	157.0
0.69231	68.0	137.0
0.71795	57.0	143.0
0.74359	47.0	183.0
0.76923	53.0	123.0
0.79487	72.0	151.0
0.82051	58.0	161.0
0.84615	48.0	136.0
0.87179	36.0	141.0
0.89744	71.0	124.0
0.92308	45.0	113.0
0.94872	60.0	109.0
0.97436	65.0	129.0
1.0	49.0	156.0
