f	pi	p0
0.02564	6212.0	4988.0
0.05128	2303.0	2430.0
0.07692	1353.0	1674.0
0.10256	849.0	1204.0
0.12821	692.0	1013.0
0.15385	514.0	858.0
0.17949	447.0	733.0
0.20513	365.0	595.0
0.23077	327.0	485.0
0.25641	248.0	402.0
0.28205	242.0	378.0
0.30769	196.0	363.0
0.33333	160.0	301.0
0.35897	157.0	268.0
0.38462	132.0	292.0
0.41026	107.0	247.0
0.4359	144.0	236.0
0.46154	144.0	238.0
0.48718	120.0	219.0
0.51282	96.0	246.0
0.53846	85.0	202.0
0.5641	84.0	196.0
0.58974	82.0	220.0
0.61538	80.0	151.0
0.64103	69.0	187.0
0.66667	45.0	165.0
0.69231	69.0	129.0
0.71795	75.0	143.0
0.74359	54.0	179.0
0.76923	64.0	145.0
0.79487	53.0	137.0
0.82051	52.0	147.0
0.84615	41.0	121.0
0.87179	62.0	157.0
0.89744	51.0	128.0
0.92308	52.0	119.0
0.94872	63.0	119.0
0.97436	66.0	123.0
1.0	45.0	138.0
