f	pi	p0
0.02564	4203.0	4995.0
0.05128	1521.0	2457.0
0.07692	800.0	1540.0
0.10256	613.0	1112.0
0.12821	401.0	850.0
0.15385	317.0	750.0
0.17949	249.0	621.0
0.20513	179.0	586.0
0.23077	165.0	483.0
0.25641	168.0	481.0
0.28205	126.0	419.0
0.30769	116.0	379.0
0.33333	99.0	352.0
0.35897	78.0	324.0
0.38462	89.0	282.0
0.41026	72.0	225.0
0.4359	88.0	235.0
0.46154	75.0	206.0
0.48718	57.0	229.0
0.51282	74.0	265.0
0.53846	60.0	195.0
0.5641	48.0	180.0
0.58974	38.0	124.0
0.61538	47.0	161.0
0.64103	40.0	131.0
0.66667	57.0	150.0
0.69231	42.0	158.0
0.71795	31.0	128.0
0.74359	32.0	159.0
0.76923	34.0	164.0
0.79487	26.0	122.0
0.82051	35.0	130.0
0.84615	44.0	101.0
0.87179	35.0	105.0
0.89744	26.0	126.0
0.92308	20.0	125.0
0.94872	16.0	97.0
0.97436	47.0	110.0
1.0	32.0	114.0
