f	pi	p0
0.02564	4164.0	5109.0
0.05128	1494.0	2458.0
0.07692	882.0	1613.0
0.10256	583.0	1111.0
0.12821	432.0	885.0
0.15385	315.0	696.0
0.17949	308.0	684.0
0.20513	195.0	600.0
0.23077	129.0	542.0
0.25641	153.0	451.0
0.28205	131.0	347.0
0.30769	115.0	383.0
0.33333	94.0	300.0
0.35897	96.0	308.0
0.38462	81.0	267.0
0.41026	76.0	249.0
0.4359	74.0	236.0
0.46154	58.0	199.0
0.48718	66.0	224.0
0.51282	49.0	230.0
0.53846	63.0	189.0
0.5641	55.0	143.0
0.58974	47.0	132.0
0.61538	52.0	163.0
0.64103	51.0	137.0
0.66667	35.0	125.0
0.69231	36.0	140.0
0.71795	39.0	139.0
0.74359	34.0	123.0
0.76923	37.0	128.0
0.79487	31.0	127.0
0.82051	36.0	124.0
0.84615	38.0	126.0
0.87179	28.0	103.0
0.89744	19.0	114.0
0.92308	18.0	133.0
0.94872	30.0	97.0
0.97436	21.0	97.0
1.0	33.0	117.0
