f	pi	p0
0.02564	4177.0	5012.0
0.05128	1519.0	2500.0
0.07692	852.0	1604.0
0.10256	669.0	1190.0
0.12821	478.0	914.0
0.15385	313.0	722.0
0.17949	312.0	729.0
0.20513	184.0	551.0
0.23077	138.0	484.0
0.25641	175.0	442.0
0.28205	160.0	399.0
0.30769	93.0	364.0
0.33333	112.0	315.0
0.35897	106.0	299.0
0.38462	92.0	277.0
0.41026	78.0	255.0
0.4359	88.0	219.0
0.46154	70.0	199.0
0.48718	58.0	190.0
0.51282	51.0	238.0
0.53846	53.0	200.0
0.5641	41.0	175.0
0.58974	44.0	105.0
0.61538	42.0	154.0
0.64103	43.0	152.0
0.66667	44.0	144.0
0.69231	35.0	137.0
0.71795	33.0	112.0
0.74359	37.0	150.0
0.76923	47.0	146.0
0.79487	24.0	114.0
0.82051	26.0	110.0
0.84615	34.0	153.0
0.87179	32.0	125.0
0.89744	31.0	105.0
0.92308	38.0	121.0
0.94872	27.0	115.0
0.97436	31.0	85.0
1.0	37.0	90.0
