f	pi	p0
0.02564	4213.0	4992.0
0.05128	1552.0	2444.0
0.07692	902.0	1697.0
0.10256	617.0	1202.0
0.12821	435.0	921.0
0.15385	301.0	743.0
0.17949	274.0	647.0
0.20513	179.0	538.0
0.23077	158.0	480.0
0.25641	183.0	471.0
0.28205	135.0	391.0
0.30769	126.0	344.0
0.33333	101.0	331.0
0.35897	96.0	302.0
0.38462	81.0	258.0
0.41026	67.0	227.0
0.4359	84.0	226.0
0.46154	61.0	182.0
0.48718	66.0	244.0
0.51282	60.0	261.0
0.53846	62.0	182.0
0.5641	40.0	133.0
0.58974	46.0	133.0
0.61538	41.0	157.0
0.64103	42.0	123.0
0.66667	43.0	147.0
0.69231	44.0	167.0
0.71795	35.0	107.0
0.74359	38.0	139.0
0.76923	50.0	151.0
0.79487	31.0	95.0
0.82051	40.0	99.0
0.84615	47.0	139.0
0.87179	37.0	133.0
0.89744	22.0	111.0
0.92308	32.0	88.0
0.94872	37.0	118.0
0.97436	30.0	92.0
1.0	26.0	105.0
