f	pi	p0
0.02564	4149.0	4955.0
0.05128	1495.0	2545.0
0.07692	903.0	1609.0
0.10256	640.0	1179.0
0.12821	442.0	948.0
0.15385	292.0	761.0
0.17949	279.0	646.0
0.20513	207.0	587.0
0.23077	145.0	525.0
0.25641	173.0	486.0
0.28205	133.0	396.0
0.30769	118.0	375.0
0.33333	106.0	324.0
0.35897	91.0	274.0
0.38462	82.0	243.0
0.41026	82.0	239.0
0.4359	80.0	237.0
0.46154	74.0	198.0
0.48718	59.0	210.0
0.51282	58.0	230.0
0.53846	51.0	192.0
0.5641	46.0	142.0
0.58974	46.0	126.0
0.61538	44.0	130.0
0.64103	44.0	126.0
0.66667	46.0	147.0
0.69231	37.0	146.0
0.71795	31.0	115.0
0.74359	38.0	140.0
0.76923	54.0	156.0
0.79487	27.0	132.0
0.82051	38.0	105.0
0.84615	43.0	137.0
0.87179	41.0	101.0
0.89744	34.0	106.0
0.92308	31.0	84.0
0.94872	30.0	82.0
0.97436	23.0	110.0
1.0	34.0	100.0
