f	pi	p0
0.02564	4087.0	5070.0
0.05128	1577.0	2548.0
0.07692	855.0	1658.0
0.10256	604.0	1171.0
0.12821	422.0	935.0
0.15385	317.0	757.0
0.17949	288.0	673.0
0.20513	165.0	582.0
0.23077	166.0	473.0
0.25641	156.0	484.0
0.28205	146.0	392.0
0.30769	120.0	370.0
0.33333	100.0	314.0
0.35897	91.0	262.0
0.38462	93.0	264.0
0.41026	81.0	248.0
0.4359	101.0	274.0
0.46154	59.0	164.0
0.48718	50.0	218.0
0.51282	48.0	208.0
0.53846	53.0	229.0
0.5641	38.0	145.0
0.58974	41.0	128.0
0.61538	55.0	153.0
0.64103	27.0	131.0
0.66667	52.0	113.0
0.69231	48.0	137.0
0.71795	36.0	132.0
0.74359	30.0	117.0
0.76923	38.0	158.0
0.79487	21.0	105.0
0.82051	34.0	124.0
0.84615	41.0	126.0
0.87179	28.0	132.0
0.89744	33.0	109.0
0.92308	23.0	121.0
0.94872	29.0	104.0
0.97436	34.0	118.0
1.0	34.0	113.0
