f	pi	p0
0.02564	4188.0	4851.0
0.05128	1519.0	2532.0
0.07692	911.0	1620.0
0.10256	615.0	1219.0
0.12821	435.0	987.0
0.15385	336.0	738.0
0.17949	291.0	638.0
0.20513	193.0	550.0
0.23077	130.0	487.0
0.25641	156.0	445.0
0.28205	144.0	376.0
0.30769	116.0	402.0
0.33333	101.0	340.0
0.35897	91.0	295.0
0.38462	80.0	230.0
0.41026	70.0	222.0
0.4359	75.0	197.0
0.46154	58.0	191.0
0.48718	61.0	213.0
0.51282	60.0	247.0
0.53846	44.0	200.0
0.5641	43.0	135.0
0.58974	30.0	109.0
0.61538	47.0	161.0
0.64103	47.0	128.0
0.66667	58.0	139.0
0.69231	42.0	162.0
0.71795	34.0	109.0
0.74359	38.0	131.0
0.76923	50.0	110.0
0.79487	20.0	112.0
0.82051	33.0	112.0
0.84615	38.0	100.0
0.87179	35.0	118.0
0.89744	25.0	117.0
0.92308	27.0	111.0
0.94872	30.0	103.0
0.97436	35.0	112.0
1.0	29.0	103.0
