f	pi	p0
0.02564	4219.0	5099.0
0.05128	1536.0	2556.0
0.07692	887.0	1661.0
0.10256	639.0	1228.0
0.12821	472.0	946.0
0.15385	327.0	743.0
0.17949	307.0	639.0
0.20513	189.0	563.0
0.23077	140.0	423.0
0.25641	172.0	446.0
0.28205	145.0	444.0
0.30769	115.0	369.0
0.33333	104.0	291.0
0.35897	86.0	294.0
0.38462	87.0	264.0
0.41026	81.0	227.0
0.4359	82.0	234.0
0.46154	55.0	217.0
0.48718	56.0	218.0
0.51282	62.0	229.0
0.53846	60.0	196.0
0.5641	48.0	138.0
0.58974	52.0	142.0
0.61538	46.0	171.0
0.64103	44.0	143.0
0.66667	47.0	155.0
0.69231	30.0	133.0
0.71795	41.0	122.0
0.74359	30.0	149.0
0.76923	41.0	161.0
0.79487	14.0	87.0
0.82051	36.0	132.0
0.84615	46.0	117.0
0.87179	35.0	95.0
0.89744	24.0	107.0
0.92308	29.0	124.0
0.94872	34.0	111.0
0.97436	41.0	123.0
1.0	33.0	94.0
