f	pi	p0
0.02564	4225.0	4899.0
0.05128	1530.0	2507.0
0.07692	843.0	1529.0
0.10256	645.0	1150.0
0.12821	451.0	910.0
0.15385	308.0	690.0
0.17949	303.0	652.0
0.20513	165.0	556.0
0.23077	155.0	455.0
0.25641	170.0	417.0
0.28205	128.0	373.0
0.30769	108.0	368.0
0.33333	110.0	312.0
0.35897	106.0	305.0
0.38462	93.0	302.0
0.41026	84.0	278.0
0.4359	77.0	226.0
0.46154	53.0	187.0
0.48718	50.0	215.0
0.51282	57.0	220.0
0.53846	60.0	186.0
0.5641	43.0	151.0
0.58974	39.0	138.0
0.61538	57.0	150.0
0.64103	49.0	135.0
0.66667	42.0	149.0
0.69231	34.0	139.0
0.71795	31.0	112.0
0.74359	29.0	118.0
0.76923	41.0	134.0
0.79487	28.0	125.0
0.82051	26.0	91.0
0.84615	42.0	131.0
0.87179	36.0	105.0
0.89744	26.0	105.0
0.92308	37.0	106.0
0.94872	25.0	99.0
0.97436	46.0	133.0
1.0	25.0	115.0
