f	pi	p0
0.02564	4163.0	5014.0
0.05128	1561.0	2505.0
0.07692	838.0	1616.0
0.10256	614.0	1150.0
0.12821	402.0	875.0
0.15385	298.0	758.0
0.17949	267.0	610.0
0.20513	183.0	516.0
0.23077	155.0	487.0
0.25641	144.0	437.0
0.28205	137.0	383.0
0.30769	117.0	354.0
0.33333	98.0	301.0
0.35897	90.0	299.0
0.38462	100.0	242.0
0.41026	74.0	257.0
0.4359	72.0	244.0
0.46154	63.0	163.0
0.48718	75.0	209.0
0.51282	54.0	220.0
0.53846	49.0	179.0
0.5641	43.0	154.0
0.58974	45.0	112.0
0.61538	44.0	163.0
0.64103	51.0	139.0
0.66667	53.0	151.0
0.69231	49.0	149.0
0.71795	34.0	113.0
0.74359	34.0	161.0
0.76923	38.0	146.0
0.79487	23.0	117.0
0.82051	37.0	111.0
0.84615	39.0	121.0
0.87179	29.0	111.0
0.89744	32.0	128.0
0.92308	15.0	108.0
0.94872	37.0	106.0
0.97436	28.0	80.0
1.0	26.0	123.0
