f	pi	p0
0.02564	4140.0	4898.0
0.05128	1550.0	2535.0
0.07692	845.0	1606.0
0.10256	650.0	1186.0
0.12821	503.0	933.0
0.15385	325.0	673.0
0.17949	273.0	663.0
0.20513	195.0	595.0
0.23077	155.0	475.0
0.25641	160.0	457.0
0.28205	149.0	400.0
0.30769	135.0	386.0
0.33333	101.0	280.0
0.35897	89.0	303.0
0.38462	92.0	252.0
0.41026	69.0	243.0
0.4359	82.0	248.0
0.46154	57.0	178.0
0.48718	51.0	205.0
0.51282	60.0	223.0
0.53846	57.0	190.0
0.5641	57.0	158.0
0.58974	44.0	108.0
0.61538	57.0	183.0
0.64103	39.0	134.0
0.66667	58.0	163.0
0.69231	34.0	135.0
0.71795	41.0	133.0
0.74359	35.0	131.0
0.76923	37.0	152.0
0.79487	25.0	127.0
0.82051	33.0	121.0
0.84615	52.0	140.0
0.87179	36.0	104.0
0.89744	29.0	92.0
0.92308	25.0	129.0
0.94872	24.0	96.0
0.97436	35.0	140.0
1.0	36.0	107.0
