f	pi	p0
0.02564	4269.0	5017.0
0.05128	1575.0	2397.0
0.07692	828.0	1674.0
0.10256	603.0	1186.0
0.12821	479.0	930.0
0.15385	303.0	745.0
0.17949	262.0	612.0
0.20513	163.0	580.0
0.23077	141.0	497.0
0.25641	144.0	431.0
0.28205	125.0	371.0
0.30769	138.0	396.0
0.33333	111.0	297.0
0.35897	80.0	275.0
0.38462	93.0	260.0
0.41026	77.0	266.0
0.4359	90.0	219.0
0.46154	60.0	173.0
0.48718	56.0	212.0
0.51282	52.0	205.0
0.53846	54.0	182.0
0.5641	41.0	152.0
0.58974	41.0	119.0
0.61538	47.0	156.0
0.64103	38.0	139.0
0.66667	39.0	153.0
0.69231	39.0	125.0
0.71795	39.0	108.0
0.74359	29.0	133.0
0.76923	43.0	160.0
0.79487	35.0	119.0
0.82051	32.0	133.0
0.84615	47.0	130.0
0.87179	38.0	126.0
0.89744	25.0	108.0
0.92308	19.0	94.0
0.94872	26.0	97.0
0.97436	32.0	82.0
1.0	34.0	86.0
