f	pi	p0
0.02564	4314.0	5028.0
0.05128	1561.0	2477.0
0.07692	839.0	1505.0
0.10256	592.0	1206.0
0.12821	424.0	939.0
0.15385	299.0	746.0
0.17949	271.0	658.0
0.20513	190.0	509.0
0.23077	143.0	465.0
0.25641	168.0	460.0
0.28205	140.0	418.0
0.30769	106.0	393.0
0.33333	104.0	304.0
0.35897	114.0	289.0
0.38462	77.0	275.0
0.41026	87.0	238.0
0.4359	87.0	238.0
0.46154	57.0	181.0
0.48718	64.0	227.0
0.51282	55.0	220.0
0.53846	50.0	173.0
0.5641	51.0	150.0
0.58974	47.0	127.0
0.61538	44.0	154.0
0.64103	37.0	122.0
0.66667	47.0	135.0
0.69231	43.0	162.0
0.71795	41.0	120.0
0.74359	38.0	164.0
0.76923	33.0	134.0
0.79487	42.0	119.0
0.82051	34.0	116.0
0.84615	47.0	117.0
0.87179	42.0	121.0
0.89744	29.0	119.0
0.92308	27.0	106.0
0.94872	25.0	102.0
0.97436	37.0	103.0
1.0	27.0	98.0
