test	analysis	variable	value
imp2	genes_1k	d	0.8334453372663718
slim	genes_1k	d	0.8334453405017921
imp1	genes_1k	d	0.8218332986157987
imp2	genes_1k	d	0.821833227994984
slim	genes_1k	d	0.8218332772354987
imp1	genes_1k	d	0.8415631738445827
imp2	genes_1k	d	0.8415631305086546
slim	genes_1k	d	0.8415631305086546
imp1	genes_1k	d	0.831786057955911
imp2	genes_1k	d	0.8317860281912857
slim	genes_1k	d	0.8317860300618922
imp1	genes_1k	d	0.8237535195364176
imp2	genes_1k	d	0.8237534655335221
slim	genes_1k	d	0.8237535014005603
imp1	genes_1k	d	0.821640357222906
imp2	genes_1k	d	0.8216403207800602
slim	genes_1k	d	0.8216403714893141
imp1	genes_1k	d	0.8279285306586166
imp2	genes_1k	d	0.8279284918513138
slim	genes_1k	d	0.827928524156188
imp1	genes_1k	d	0.8255503366936843
imp2	genes_1k	d	0.825550413481006
slim	genes_1k	d	0.8255503669112743
imp1	genes_1k	d	0.8224080513097735
imp2	genes_1k	d	0.8224080229980084
slim	genes_1k	d	0.8224080267558529
imp1	genes_1k	d	0.818917384227535
imp2	genes_1k	d	0.8189174307174307
slim	genes_1k	d	0.8189173789173789
imp1	genes_1k	d	0.8325748134350215
imp2	genes_1k	d	0.8325747902640834
slim	genes_1k	d	0.8325747724317295
imp1	genes_1k	d	0.8269797509773265
imp2	genes_1k	d	0.826979802306341
slim	genes_1k	d	0.826979804855911
imp1	genes_1k	d	0.8263472674572865
imp2	genes_1k	d	0.826347272774712
slim	genes_1k	d	0.8263473053892216
imp1	genes_1k	d	0.8319236961202832
imp2	genes_1k	d	0.8319236277729751
slim	genes_1k	d	0.8319236608111039
imp1	genes_1k	d	0.8167231340036898
imp2	genes_1k	d	0.8167231702076868
slim	genes_1k	d	0.816723163841808
imp1	genes_1k	d	0.823868062753088
imp2	genes_1k	d	0.8238680778189722
slim	genes_1k	d	0.8238680394110485
imp1	genes_1k	d	0.8292762425038316
imp2	genes_1k	d	0.8292762264730416
slim	genes_1k	d	0.8292762090230446
imp1	genes_1k	d	0.8257923790576563
imp2	genes_1k	d	0.825792349726776
slim	genes_1k	d	0.825792349726776
imp1	genes_1k	d	0.8243606655313539
imp2	genes_1k	d	0.8243606870298994
slim	genes_1k	d	0.8243606998654105
imp1	genes_1k	d	0.8269668550492922
imp2	genes_1k	d	0.8269667960785618
slim	genes_1k	d	0.8269668030923147
imp1	genes_1k	d	0.8300826562273452
imp2	genes_1k	d	0.830082653660299
slim	genes_1k	d	0.8300826446280992
imp1	genes_1k	d	0.8215993535814247
imp2	genes_1k	d	0.8215994114757807
slim	genes_1k	d	0.8215993771549327
imp1	genes_1k	d	0.8268258182260383
imp2	genes_1k	d	0.8268258158964839
slim	genes_1k	d	0.8268258578035925
imp1	genes_1k	d	0.8287067289685577
imp2	genes_1k	d	0.8287066738035864
slim	genes_1k	d	0.8287066924897784
imp1	genes_1k	d	0.8287883899035445
imp2	genes_1k	d	0.8287883168433471
slim	genes_1k	d	0.8287883648807615
imp1	genes_1k	d	0.8199208046679396
imp2	genes_1k	d	0.8199208492539952
slim	genes_1k	d	0.8199208443271768
imp1	genes_1k	d	0.8287678577155337
imp2	genes_1k	d	0.8287678790335132
slim	genes_1k	d	0.8287678590611236
imp1	genes_1k	d	0.8231824942803023
imp2	genes_1k	d	0.8231824690696647
slim	genes_1k	d	0.8231824883747306
imp1	genes_1k	d	0.8234506154386723
imp2	genes_1k	d	0.8234505899011112
slim	genes_1k	d	0.8234505862646566
imp1	genes_1k	d	0.8281404257489341
imp2	genes_1k	d	0.8281403495659663
slim	genes_1k	d	0.8281403738930797
imp1	genes_1k	d	0.8268608114637824
imp2	genes_1k	d	0.8268608570203143
slim	genes_1k	d	0.8268608414239482
imp1	genes_1k	d	0.8324275739734299
imp2	genes_1k	d	0.8324275474581229
slim	genes_1k	d	0.832427536231884
imp1	genes_1k	d	0.831456900891979
imp2	genes_1k	d	0.831457005130714
slim	genes_1k	d	0.8314569536423841
imp1	genes_1k	d	0.8246198246198246
imp2	genes_1k	d	0.8246197755321262
slim	genes_1k	d	0.8246198246198246
imp1	genes_1k	d	0.8375958168254294
imp2	genes_1k	d	0.8375958192461037
slim	genes_1k	d	0.8375957699363332
imp1	genes_1k	d	0.8325234384050233
imp2	genes_1k	d	0.8325234855847101
slim	genes_1k	d	0.8325234855847101
imp1	genes_1k	d	0.8357189835647556
imp2	genes_1k	d	0.8357189244480419
slim	genes_1k	d	0.835718932986337
imp1	genes_1k	d	0.8255864102696808
imp2	genes_1k	d	0.8255863998278459
slim	genes_1k	d	0.8255863998278459
imp1	genes_1k	d	0.828171848165637
imp2	genes_1k	d	0.8281718453690284
slim	genes_1k	d	0.8281718281718282
imp1	genes_1k	d	0.8081930699799245
imp2	genes_1k	d	0.8081930253597844
slim	genes_1k	d	0.808193041526375
imp1	genes_1k	d	0.8311168749447959
imp2	genes_1k	d	0.8311168881840447
slim	genes_1k	d	0.8311168775002703
imp1	genes_1k	d	0.8238364544363856
imp2	genes_1k	d	0.8238364791644794
slim	genes_1k	d	0.8238364989447962
imp1	genes_1k	d	0.8307376192772289
imp2	genes_1k	d	0.8307375681667665
slim	genes_1k	d	0.8307376162664937
imp1	theta_0.0001	d	0.846096791173758
imp2	theta_0.0001	d	0.8460967532022741
slim	theta_0.0001	d	0.8460967646185812
imp1	theta_0.0001	d	0.8360238879378848
imp2	theta_0.0001	d	0.8360239472192155
slim	theta_0.0001	d	0.8360239162929746
imp1	theta_0.0001	d	0.8258444402748739
imp2	theta_0.0001	d	0.8258445129166401
slim	theta_0.0001	d	0.8258444869343531
imp1	theta_0.0001	d	0.8455860203357524
imp2	theta_0.0001	d	0.8455860195029634
slim	theta_0.0001	d	0.8455860643637437
imp1	theta_0.0001	d	0.8440598415049173
imp2	theta_0.0001	d	0.8440597850323639
slim	theta_0.0001	d	0.8440597721556443
imp1	theta_0.0001	d	0.8382642397368489
imp2	theta_0.0001	d	0.8382643073753411
slim	theta_0.0001	d	0.8382642998027614
imp1	theta_0.0001	d	0.8407039826224462
imp2	theta_0.0001	d	0.8407039252556887
slim	theta_0.0001	d	0.8407039711191335
imp1	theta_0.0001	d	0.8341912680568079
imp2	theta_0.0001	d	0.8341912736662693
slim	theta_0.0001	d	0.8341912338168773
imp1	theta_0.0001	d	0.8375870755719601
imp2	theta_0.0001	d	0.8375870069605569
slim	theta_0.0001	d	0.8375870069605569
imp1	theta_0.0001	d	0.8426933076540826
imp2	theta_0.0001	d	0.8426932900439792
slim	theta_0.0001	d	0.8426932367149759
imp1	theta_0.0001	d	0.8428742342771987
imp2	theta_0.0001	d	0.8428742288465718
slim	theta_0.0001	d	0.8428741800834825
imp1	theta_0.0001	d	0.8437594123879261
imp2	theta_0.0001	d	0.8437594543437317
slim	theta_0.0001	d	0.8437594439407676
imp1	theta_0.0001	d	0.8340099138459627
imp2	theta_0.0001	d	0.8340099372701105
slim	theta_0.0001	d	0.8340099233198015
imp1	theta_0.0001	d	0.8392910387317558
imp2	theta_0.0001	d	0.8392910336610069
slim	theta_0.0001	d	0.8392910336610069
imp1	theta_0.0001	d	0.8426701838300132
imp2	theta_0.0001	d	0.8426701245760004
slim	theta_0.0001	d	0.8426701955594765
imp1	theta_0.0001	d	0.8403148882332452
imp2	theta_0.0001	d	0.8403149138443256
slim	theta_0.0001	d	0.8403149138443256
imp1	theta_0.0001	d	0.8272404593642222
imp2	theta_0.0001	d	0.8272404136208175
slim	theta_0.0001	d	0.8272404750886935
imp1	theta_0.0001	d	0.8350245810618142
imp2	theta_0.0001	d	0.8350245993934061
slim	theta_0.0001	d	0.8350246002460024
imp1	theta_0.0001	d	0.8342350893383645
imp2	theta_0.0001	d	0.8342350848965976
slim	theta_0.0001	d	0.8342350465885182
imp1	theta_0.0001	d	0.8352473022913668
imp2	theta_0.0001	d	0.8352472523648453
slim	theta_0.0001	d	0.8352472821926198
imp1	theta_0.0001	d	0.8394951057869466
imp2	theta_0.0001	d	0.8394950710698152
slim	theta_0.0001	d	0.8394950405770965
imp1	theta_0.0001	d	0.8467790245740582
imp2	theta_0.0001	d	0.846778995599074
slim	theta_0.0001	d	0.8467789598108747
imp1	theta_0.0001	d	0.8410092610687686
imp2	theta_0.0001	d	0.8410093070024671
slim	theta_0.0001	d	0.8410092719258246
imp1	theta_0.0001	d	0.8370202767839015
imp2	theta_0.0001	d	0.8370203058905172
slim	theta_0.0001	d	0.837020316027088
imp1	theta_0.0001	d	0.8426258534938159
imp2	theta_0.0001	d	0.842625874764872
slim	theta_0.0001	d	0.8426258992805755
imp1	theta_0.0001	d	0.8406709007252812
imp2	theta_0.0001	d	0.8406707846660677
slim	theta_0.0001	d	0.8406708595387841
imp1	theta_0.0001	d	0.844209551528945
imp2	theta_0.0001	d	0.8442095077614379
slim	theta_0.0001	d	0.8442095588235294
imp1	theta_0.0001	d	0.8313998641383606
imp2	theta_0.0001	d	0.8313999153642984
slim	theta_0.0001	d	0.831399845320959
imp1	theta_0.0001	d	0.8307315443378827
imp2	theta_0.0001	d	0.8307316222600747
slim	theta_0.0001	d	0.8307315580042853
imp1	theta_0.0001	d	0.8320941381811587
imp2	theta_0.0001	d	0.8320941630295307
slim	theta_0.0001	d	0.832094175960347
imp1	theta_0.0001	d	0.8315555166410651
imp2	theta_0.0001	d	0.8315555393799345
slim	theta_0.0001	d	0.8315555555555556
imp1	theta_0.0001	d	0.8451973073228852
imp2	theta_0.0001	d	0.8451972316329539
slim	theta_0.0001	d	0.8451972555746141
imp1	theta_0.0001	d	0.8351319120966447
imp2	theta_0.0001	d	0.8351318445243805
slim	theta_0.0001	d	0.8351318944844125
imp1	theta_0.0001	d	0.843404534722634
imp2	theta_0.0001	d	0.8434044923988115
slim	theta_0.0001	d	0.843404513100106
imp1	theta_0.0001	d	0.8410664203272662
imp2	theta_0.0001	d	0.8410664979445359
slim	theta_0.0001	d	0.8410664309913095
imp1	theta_0.0001	d	0.8359977008321323
imp2	theta_0.0001	d	0.8359975740803569
slim	theta_0.0001	d	0.8359976317347543
imp1	theta_0.0001	d	0.8375989851184883
imp2	theta_0.0001	d	0.8375990536876595
slim	theta_0.0001	d	0.8375990249847654
imp1	theta_0.0001	d	0.8395795749752906
imp2	theta_0.0001	d	0.8395794660854076
slim	theta_0.0001	d	0.8395795246800731
imp1	theta_0.0001	d	0.8392616312211153
imp2	theta_0.0001	d	0.8392615677056545
slim	theta_0.0001	d	0.8392615938766321
imp1	theta_0.0001	d	0.8354839048139759
imp2	theta_0.0001	d	0.8354839206650402
slim	theta_0.0001	d	0.8354838709677419
imp1	theta_0.0001	d	0.8383469444295494
imp2	theta_0.0001	d	0.8383470391431498
slim	theta_0.0001	d	0.8383470069887572
imp1	theta_0.0001	d	0.8473589866626208
imp2	theta_0.0001	d	0.8473590426049202
slim	theta_0.0001	d	0.8473589973142346
imp1	theta_0.0001	d	0.8537428982422491
imp2	theta_0.0001	d	0.8537430004371818
slim	theta_0.0001	d	0.8537429684119429
imp1	theta_0.0001	d	0.8337962829830641
imp2	theta_0.0001	d	0.8337962198436969
slim	theta_0.0001	d	0.8337962962962964
imp1	theta_0.0001	d	0.8333332675586305
imp2	theta_0.0001	d	0.8333332900028165
slim	theta_0.0001	d	0.8333333333333334
imp1	theta_0.0001	d	0.8467023722941752
imp2	theta_0.0001	d	0.8467022824335948
slim	theta_0.0001	d	0.8467023172905526
imp1	theta_0.0001	d	0.8360251995255168
imp2	theta_0.0001	d	0.8360252224295481
slim	theta_0.0001	d	0.836025226888171
imp1	theta_0.0001	d	0.8349850830646366
imp2	theta_0.0001	d	0.8349850797689562
slim	theta_0.0001	d	0.8349850558439516
imp1	theta_0.0001	d	0.8378258830944264
imp2	theta_0.0001	d	0.8378258667118619
slim	theta_0.0001	d	0.8378258948298718
imp1	theta_0.0001	d	0.8349695674570076
imp2	theta_0.0001	d	0.8349696190116472
slim	theta_0.0001	d	0.8349696119682095
imp1	theta_0.0001	d	0.8320307268215303
imp2	theta_0.0001	d	0.8320306054193121
slim	theta_0.0001	d	0.8320306513409962
imp1	theta_0.0001	d	0.8315806080510536
imp2	theta_0.0001	d	0.8315805489485408
slim	theta_0.0001	d	0.8315805517451609
imp1	theta_0.0001	d	0.8396283595764897
imp2	theta_0.0001	d	0.8396282990243664
slim	theta_0.0001	d	0.8396282973621103
imp1	theta_0.0001	d	0.8377132527112223
imp2	theta_0.0001	d	0.8377132663641409
slim	theta_0.0001	d	0.8377132319041033
imp1	theta_0.0001	d	0.8448608893560959
imp2	theta_0.0001	d	0.8448608698706981
slim	theta_0.0001	d	0.8448609251822103
imp1	theta_0.0001	d	0.8343141261937097
imp2	theta_0.0001	d	0.8343142267922712
slim	theta_0.0001	d	0.8343141693073789
imp1	theta_0.0001	d	0.8412332585277988
imp2	theta_0.0001	d	0.8412333912934505
slim	theta_0.0001	d	0.8412333179935573
imp1	theta_0.0001	d	0.8267394137509759
imp2	theta_0.0001	d	0.8267393730688478
slim	theta_0.0001	d	0.8267394270122783
imp1	theta_0.0001	d	0.8396355825965611
imp2	theta_0.0001	d	0.8396355997005722
slim	theta_0.0001	d	0.8396355353075171
imp1	theta_0.0001	d	0.8417702713545039
imp2	theta_0.0001	d	0.8417702972213856
slim	theta_0.0001	d	0.8417702782711664
imp1	theta_0.0001	d	0.8320507423806228
imp2	theta_0.0001	d	0.8320507044954865
slim	theta_0.0001	d	0.8320507016749661
imp1	theta_0.0001	d	0.8415655638343327
imp2	theta_0.0001	d	0.8415655106505894
slim	theta_0.0001	d	0.8415655690352397
imp1	theta_0.0001	d	0.8278005557605558
imp2	theta_0.0001	d	0.8278004405744279
slim	theta_0.0001	d	0.8278005153857815
imp1	theta_0.0001	d	0.8267851224003723
imp2	theta_0.0001	d	0.8267851875557306
slim	theta_0.0001	d	0.8267851574680387
imp1	theta_0.0001	d	0.8359621777321424
imp2	theta_0.0001	d	0.8359622081612148
slim	theta_0.0001	d	0.8359621451104101
imp1	theta_0.0001	d	0.8332551655551756
imp2	theta_0.0001	d	0.83325525369918
slim	theta_0.0001	d	0.8332551961243945
imp1	theta_0.0001	d	0.8478228226491857
imp2	theta_0.0001	d	0.8478228604217235
slim	theta_0.0001	d	0.8478228562936543
imp1	theta_0.0001	d	0.8414761064424893
imp2	theta_0.0001	d	0.8414761691319289
slim	theta_0.0001	d	0.8414761691319289
imp1	theta_0.0001	d	0.8358278873751408
imp2	theta_0.0001	d	0.8358278765201123
slim	theta_0.0001	d	0.8358278765201123
imp1	theta_0.0001	d	0.8331836788113167
imp2	theta_0.0001	d	0.833183651041324
slim	theta_0.0001	d	0.8331837223219629
imp1	theta_0.0001	d	0.8390194098306208
imp2	theta_0.0001	d	0.8390193334181649
slim	theta_0.0001	d	0.8390193472160685
imp1	theta_0.0001	d	0.8279570118884909
imp2	theta_0.0001	d	0.8279569669518045
slim	theta_0.0001	d	0.8279569892473119
imp1	theta_0.0001	d	0.8428819093966599
imp2	theta_0.0001	d	0.8428819363619905
slim	theta_0.0001	d	0.8428819444444444
imp1	theta_0.0001	d	0.8398938253286601
imp2	theta_0.0001	d	0.8398938514837098
slim	theta_0.0001	d	0.8398938522777533
imp1	theta_0.0001	d	0.841059546827028
imp2	theta_0.0001	d	0.8410596748536164
slim	theta_0.0001	d	0.8410596026490067
imp1	theta_0.0001	d	0.8374238173710024
imp2	theta_0.0001	d	0.8374238220761379
slim	theta_0.0001	d	0.8374237691506767
imp1	theta_0.0001	d	0.8361073215759816
imp2	theta_0.0001	d	0.836107433888607
slim	theta_0.0001	d	0.8361073624231519
imp1	theta_0.0001	d	0.8406130271878867
imp2	theta_0.0001	d	0.8406130134932535
slim	theta_0.0001	d	0.8406130268199234
imp1	theta_0.0001	d	0.8356957956171693
imp2	theta_0.0001	d	0.8356958434036623
slim	theta_0.0001	d	0.8356957780826093
imp1	theta_0.0001	d	0.8285444848416459
imp2	theta_0.0001	d	0.8285445817774819
slim	theta_0.0001	d	0.8285445124823363
imp1	theta_0.0001	d	0.8363066640187374
imp2	theta_0.0001	d	0.8363067330814153
slim	theta_0.0001	d	0.8363067292644757
imp1	theta_0.0001	d	0.833946055983208
imp2	theta_0.0001	d	0.8339460268866525
slim	theta_0.0001	d	0.8339460784313726
imp1	theta_0.0001	d	0.8258191007852753
imp2	theta_0.0001	d	0.8258191092487491
slim	theta_0.0001	d	0.8258190562067929
imp1	theta_0.0001	d	0.8388789117828545
imp2	theta_0.0001	d	0.8388788625759804
slim	theta_0.0001	d	0.8388788968824941
imp1	theta_0.0001	d	0.8444345707512781
imp2	theta_0.0001	d	0.844434578598968
slim	theta_0.0001	d	0.844434641964417
imp1	theta_0.0001	d	0.8293295641344438
imp2	theta_0.0001	d	0.8293295650808604
slim	theta_0.0001	d	0.8293295650808604
imp1	theta_0.0001	d	0.8447003944163847
imp2	theta_0.0001	d	0.8447003755784264
slim	theta_0.0001	d	0.844700324771184
imp1	theta_0.0001	d	0.8375286793517445
imp2	theta_0.0001	d	0.8375286041189931
slim	theta_0.0001	d	0.8375286041189931
imp1	theta_0.0001	d	0.827876585152868
imp2	theta_0.0001	d	0.8278765595241822
slim	theta_0.0001	d	0.8278765201122544
imp1	theta_0.0001	d	0.8424214955178562
imp2	theta_0.0001	d	0.8424215673224396
slim	theta_0.0001	d	0.8424215111912273
imp1	theta_0.0001	d	0.8373947480807139
imp2	theta_0.0001	d	0.8373948210505588
slim	theta_0.0001	d	0.8373947718210013
imp1	theta_0.0001	d	0.8359597856392196
imp2	theta_0.0001	d	0.8359597627688518
slim	theta_0.0001	d	0.8359597778778328
imp1	theta_0.0001	d	0.8382733610917998
imp2	theta_0.0001	d	0.83827330126718
slim	theta_0.0001	d	0.8382732938136495
imp1	theta_0.0001	d	0.8377767257319733
imp2	theta_0.0001	d	0.8377767090568717
slim	theta_0.0001	d	0.8377767736104835
imp1	theta_0.0001	d	0.8334105047917713
imp2	theta_0.0001	d	0.8334105407452594
slim	theta_0.0001	d	0.8334105295661571
imp1	theta_0.0001	d	0.8258243865350136
imp2	theta_0.0001	d	0.8258244310264746
slim	theta_0.0001	d	0.8258244310264747
imp1	theta_0.0001	d	0.8347470168798281
imp2	theta_0.0001	d	0.8347471480531758
slim	theta_0.0001	d	0.8347470939365379
imp1	theta_0.0001	d	0.8292162110827541
imp2	theta_0.0001	d	0.829216268025966
slim	theta_0.0001	d	0.8292162244586765
imp1	theta_0.0001	d	0.8376970801182209
imp2	theta_0.0001	d	0.8376971785915319
slim	theta_0.0001	d	0.8376971367325066
imp1	theta_0.0001	d	0.844444511915843
imp2	theta_0.0001	d	0.8444443933000895
slim	theta_0.0001	d	0.8444444444444444
imp1	rho_0.01	d_w	0.031653920890227116
imp2	rho_0.01	d_w	0.06995145338853494
slim	rho_0.01	d_w	0.07644682060499915
imp1	rho_0.01	d_w	0.033157096414824935
imp2	rho_0.01	d_w	0.0768394168468729
slim	rho_0.01	d_w	0.07911767386746878
imp1	rho_0.01	d_w	0.03579615371155914
imp2	rho_0.01	d_w	0.08063908436060964
slim	rho_0.01	d_w	0.079814823416477
imp1	rho_0.01	d_w	0.030711275933341862
imp2	rho_0.01	d_w	0.07137622376468089
slim	rho_0.01	d_w	0.07887302666364529
imp1	rho_0.01	d_w	0.031794469932300964
imp2	rho_0.01	d_w	0.07541335367750407
slim	rho_0.01	d_w	0.07899833978970669
imp1	rho_0.01	d_w	0.03612901569849662
imp2	rho_0.01	d_w	0.07942984649259621
slim	rho_0.01	d_w	0.07840184940153001
imp1	rho_0.01	d_w	0.034668191477381524
imp2	rho_0.01	d_w	0.07931664367332489
slim	rho_0.01	d_w	0.08031464732259003
imp1	rho_0.01	d_w	0.0364527604648764
imp2	rho_0.01	d_w	0.07459062800462347
slim	rho_0.01	d_w	0.07934393090140586
imp1	rho_0.01	d_w	0.034389830989654965
imp2	rho_0.01	d_w	0.07277819370141694
slim	rho_0.01	d_w	0.07758120206557276
imp1	rho_0.01	d_w	0.03532441729488927
imp2	rho_0.01	d_w	0.07597990019441143
slim	rho_0.01	d_w	0.07981484956527178
imp1	rho_0.01	d_w	0.03614141042162483
imp2	rho_0.01	d_w	0.07391964666560236
slim	rho_0.01	d_w	0.08117663696789704
imp1	rho_0.01	d_w	0.03564753170855531
imp2	rho_0.01	d_w	0.0763099170877884
slim	rho_0.01	d_w	0.07895342945322216
imp1	rho_0.01	d_w	0.032756945707713855
imp2	rho_0.01	d_w	0.07413116892756633
slim	rho_0.01	d_w	0.07662556308868362
imp1	rho_0.01	d_w	0.03329207521747756
imp2	rho_0.01	d_w	0.0740856799082978
slim	rho_0.01	d_w	0.08013160524576049
imp1	rho_0.01	d_w	0.03474847999883866
imp2	rho_0.01	d_w	0.07593286099984402
slim	rho_0.01	d_w	0.07983875911961252
imp1	rho_0.01	d_w	0.0343160979066861
imp2	rho_0.01	d_w	0.07725473498423857
slim	rho_0.01	d_w	0.07884181688840454
imp1	rho_0.01	d_w	0.0336786753991475
imp2	rho_0.01	d_w	0.07600484828572075
slim	rho_0.01	d_w	0.08013752574821277
imp1	rho_0.01	d_w	0.03561558871913292
imp2	rho_0.01	d_w	0.08026440810128099
slim	rho_0.01	d_w	0.08077470283170407
imp1	rho_0.01	d_w	0.034286719536479174
imp2	rho_0.01	d_w	0.07636191167587857
slim	rho_0.01	d_w	0.07986929917849601
imp1	rho_0.01	d_w	0.031800191423712224
imp2	rho_0.01	d_w	0.07630026948906304
slim	rho_0.01	d_w	0.07888157793831194
imp1	rho_0.01	d_w	0.03680619162649595
imp2	rho_0.01	d_w	0.08038242365719285
slim	rho_0.01	d_w	0.08103368712505768
imp1	rho_0.01	d_w	0.032679614082267175
imp2	rho_0.01	d_w	0.07601126492276344
slim	rho_0.01	d_w	0.08082055974986654
imp1	rho_0.01	d_w	0.0358527082290528
imp2	rho_0.01	d_w	0.08182210125845961
slim	rho_0.01	d_w	0.08033494904300273
imp1	rho_0.01	d_w	0.03528092470605145
imp2	rho_0.01	d_w	0.07768562451888653
slim	rho_0.01	d_w	0.07986783463961887
imp1	rho_0.01	d_w	0.03469703606269578
imp2	rho_0.01	d_w	0.07355436549969263
slim	rho_0.01	d_w	0.07968090959105079
imp1	rho_0.01	d_w	0.035050088732615836
imp2	rho_0.01	d_w	0.07341282193050414
slim	rho_0.01	d_w	0.07891237562474207
imp1	rho_0.01	d_w	0.03297159806887284
imp2	rho_0.01	d_w	0.07110196966663618
slim	rho_0.01	d_w	0.07774827565159007
imp1	rho_0.01	d_w	0.03397675112523087
imp2	rho_0.01	d_w	0.07249195276441442
slim	rho_0.01	d_w	0.07806600901230057
imp1	rho_0.01	d_w	0.03517778900917234
imp2	rho_0.01	d_w	0.07514560089453695
slim	rho_0.01	d_w	0.08038481106331807
imp1	rho_0.01	d_w	0.03380076233196
imp2	rho_0.01	d_w	0.07410455592087245
slim	rho_0.01	d_w	0.078078494872388
imp1	rho_0.01	d_w	0.03335123007705752
imp2	rho_0.01	d_w	0.0710371221682764
slim	rho_0.01	d_w	0.0782586201649472
imp1	rho_0.01	d_w	0.03582535694012905
imp2	rho_0.01	d_w	0.07405392287680437
slim	rho_0.01	d_w	0.07933675025932027
imp1	rho_0.01	d_w	0.03414064246986253
imp2	rho_0.01	d_w	0.06962254011540653
slim	rho_0.01	d_w	0.08010623185720461
imp1	rho_0.01	d_w	0.034984634844115514
imp2	rho_0.01	d_w	0.07728633652924316
slim	rho_0.01	d_w	0.08062758101905157
imp1	rho_0.01	d_w	0.03467860206008436
imp2	rho_0.01	d_w	0.07989636866867506
slim	rho_0.01	d_w	0.0798042880369543
imp1	rho_0.01	d_w	0.0344637783561554
imp2	rho_0.01	d_w	0.07182816387088897
slim	rho_0.01	d_w	0.07832172106099498
imp1	rho_0.01	d_w	0.03372092654816777
imp2	rho_0.01	d_w	0.07253045236185068
slim	rho_0.01	d_w	0.07960291034652854
imp1	rho_0.01	d_w	0.03294642536167991
imp2	rho_0.01	d_w	0.07284897902857437
slim	rho_0.01	d_w	0.07737824305871643
imp1	rho_0.01	d_w	0.0338113962159437
imp2	rho_0.01	d_w	0.07382327060381547
slim	rho_0.01	d_w	0.08098559236487106
imp1	rho_0.01	d_w	0.032751893485920676
imp2	rho_0.01	d_w	0.07468669402999274
slim	rho_0.01	d_w	0.07864790969771952
imp1	rho_0.01	d_w	0.03544253219886355
imp2	rho_0.01	d_w	0.0763049959332431
slim	rho_0.01	d_w	0.07887220123468165
imp1	rho_0.01	d_w	0.03412968248970362
imp2	rho_0.01	d_w	0.07991205868948936
slim	rho_0.01	d_w	0.07772630677735479
imp1	rho_0.01	d_w	0.033242421105407274
imp2	rho_0.01	d_w	0.0768780853518637
slim	rho_0.01	d_w	0.0785620381703613
imp1	rho_0.01	d_w	0.03595625541439039
imp2	rho_0.01	d_w	0.0778161547462263
slim	rho_0.01	d_w	0.07852416835140599
imp1	rho_0.01	d_w	0.03259089221759318
imp2	rho_0.01	d_w	0.07680070529441291
slim	rho_0.01	d_w	0.08049441349286084
imp1	rho_0.01	d_w	0.03577485819285535
imp2	rho_0.01	d_w	0.07841165116100465
slim	rho_0.01	d_w	0.07847732843137255
imp1	rho_0.01	d_w	0.03590949042649649
imp2	rho_0.01	d_w	0.0800184165157518
slim	rho_0.01	d_w	0.07934686132280476
imp1	rho_0.01	d_w	0.03349314244453208
imp2	rho_0.01	d_w	0.074236340713463
slim	rho_0.01	d_w	0.07883028015588081
imp1	rho_0.01	d_w	0.033265408288547633
imp2	rho_0.01	d_w	0.07864000147167693
