f	pi	p0
0.02564	38697.0	42428.0
0.05128	12070.0	18553.0
0.07692	6603.0	11361.0
0.10256	4152.0	7714.0
0.12821	2957.0	5935.0
0.15385	2133.0	4497.0
0.17949	1756.0	3908.0
0.20513	1383.0	3217.0
0.23077	1172.0	2544.0
0.25641	954.0	2246.0
0.28205	805.0	1998.0
0.30769	662.0	1873.0
0.33333	572.0	1591.0
0.35897	673.0	1551.0
0.38462	549.0	1311.0
0.41026	444.0	1180.0
0.4359	415.0	1143.0
0.46154	410.0	1022.0
0.48718	337.0	1035.0
0.51282	358.0	994.0
0.53846	264.0	884.0
0.5641	285.0	849.0
0.58974	228.0	750.0
0.61538	241.0	743.0
0.64103	267.0	746.0
0.66667	268.0	706.0
0.69231	238.0	707.0
0.71795	180.0	688.0
0.74359	186.0	648.0
0.76923	260.0	712.0
0.79487	231.0	583.0
0.82051	196.0	632.0
0.84615	226.0	646.0
0.87179	177.0	555.0
0.89744	239.0	682.0
0.92308	242.0	620.0
0.94872	301.0	740.0
0.97436	244.0	655.0
1.0	347.0	789.0
