f	pi	p0
0.02564	38755.0	42449.0
0.05128	12085.0	18860.0
0.07692	6490.0	10991.0
0.10256	4034.0	7638.0
0.12821	2848.0	5760.0
0.15385	2061.0	4439.0
0.17949	1620.0	3657.0
0.20513	1416.0	3058.0
0.23077	1103.0	2608.0
0.25641	941.0	2140.0
0.28205	736.0	1876.0
0.30769	626.0	1710.0
0.33333	530.0	1531.0
0.35897	555.0	1383.0
0.38462	530.0	1317.0
0.41026	446.0	1190.0
0.4359	426.0	1211.0
0.46154	383.0	1000.0
0.48718	312.0	941.0
0.51282	332.0	904.0
0.53846	289.0	831.0
0.5641	255.0	844.0
0.58974	273.0	838.0
0.61538	222.0	684.0
0.64103	214.0	707.0
0.66667	222.0	700.0
0.69231	225.0	679.0
0.71795	207.0	725.0
0.74359	195.0	582.0
0.76923	234.0	603.0
0.79487	261.0	610.0
0.82051	217.0	582.0
0.84615	224.0	617.0
0.87179	227.0	650.0
0.89744	251.0	657.0
0.92308	214.0	593.0
0.94872	241.0	679.0
0.97436	237.0	658.0
1.0	265.0	799.0
