f	pi	p0
0.02564	38628.0	42807.0
0.05128	12160.0	18766.0
0.07692	6387.0	11235.0
0.10256	4174.0	7799.0
0.12821	2819.0	5836.0
0.15385	2160.0	4744.0
0.17949	1609.0	3870.0
0.20513	1367.0	3326.0
0.23077	1155.0	2738.0
0.25641	921.0	2253.0
0.28205	824.0	2021.0
0.30769	671.0	1768.0
0.33333	648.0	1633.0
0.35897	632.0	1576.0
0.38462	566.0	1278.0
0.41026	468.0	1268.0
0.4359	401.0	1180.0
0.46154	393.0	987.0
0.48718	290.0	985.0
0.51282	329.0	1003.0
0.53846	281.0	885.0
0.5641	302.0	807.0
0.58974	264.0	768.0
0.61538	229.0	844.0
0.64103	254.0	779.0
0.66667	225.0	705.0
0.69231	270.0	757.0
0.71795	209.0	639.0
0.74359	218.0	643.0
0.76923	229.0	608.0
0.79487	219.0	656.0
0.82051	208.0	651.0
0.84615	248.0	621.0
0.87179	193.0	629.0
0.89744	225.0	673.0
0.92308	230.0	588.0
0.94872	259.0	678.0
0.97436	246.0	660.0
1.0	273.0	812.0
