f	pi	p0
0.02564	38680.0	42750.0
0.05128	11995.0	18771.0
0.07692	6471.0	11152.0
0.10256	3909.0	7535.0
0.12821	2811.0	5779.0
0.15385	2122.0	4513.0
0.17949	1610.0	3755.0
0.20513	1400.0	3132.0
0.23077	1083.0	2565.0
0.25641	898.0	2291.0
0.28205	796.0	1966.0
0.30769	700.0	1872.0
0.33333	586.0	1634.0
0.35897	621.0	1490.0
0.38462	629.0	1405.0
0.41026	431.0	1264.0
0.4359	462.0	1173.0
0.46154	358.0	1105.0
0.48718	313.0	961.0
0.51282	366.0	998.0
0.53846	302.0	885.0
0.5641	252.0	853.0
0.58974	233.0	811.0
0.61538	230.0	729.0
0.64103	278.0	763.0
0.66667	232.0	701.0
0.69231	271.0	726.0
0.71795	242.0	673.0
0.74359	205.0	575.0
0.76923	244.0	625.0
0.79487	287.0	657.0
0.82051	217.0	674.0
0.84615	234.0	649.0
0.87179	189.0	634.0
0.89744	206.0	612.0
0.92308	218.0	625.0
0.94872	263.0	726.0
0.97436	244.0	716.0
1.0	254.0	774.0
