f	pi	p0
0.02564	38169.0	42691.0
0.05128	11947.0	18424.0
0.07692	6546.0	11225.0
0.10256	4271.0	7734.0
0.12821	2960.0	5797.0
0.15385	2092.0	4467.0
0.17949	1549.0	3638.0
0.20513	1371.0	3225.0
0.23077	1106.0	2654.0
0.25641	952.0	2203.0
0.28205	802.0	1917.0
0.30769	658.0	1836.0
0.33333	586.0	1562.0
0.35897	603.0	1420.0
0.38462	516.0	1261.0
0.41026	482.0	1259.0
0.4359	401.0	1126.0
0.46154	402.0	978.0
0.48718	344.0	1012.0
0.51282	286.0	826.0
0.53846	274.0	864.0
0.5641	226.0	798.0
0.58974	277.0	808.0
0.61538	247.0	792.0
0.64103	265.0	737.0
0.66667	232.0	695.0
0.69231	278.0	728.0
0.71795	249.0	673.0
0.74359	207.0	548.0
0.76923	189.0	572.0
0.79487	245.0	588.0
0.82051	185.0	670.0
0.84615	205.0	651.0
0.87179	188.0	553.0
0.89744	272.0	679.0
0.92308	208.0	655.0
0.94872	266.0	764.0
0.97436	255.0	711.0
1.0	286.0	772.0
