f	pi	p0
0.02564	38299.0	42829.0
0.05128	12005.0	18646.0
0.07692	6390.0	11037.0
0.10256	4031.0	7609.0
0.12821	2980.0	5667.0
0.15385	2162.0	4483.0
0.17949	1592.0	3565.0
0.20513	1263.0	3113.0
0.23077	1110.0	2575.0
0.25641	942.0	2157.0
0.28205	804.0	1996.0
0.30769	689.0	1813.0
0.33333	582.0	1523.0
0.35897	643.0	1503.0
0.38462	503.0	1345.0
0.41026	440.0	1156.0
0.4359	370.0	1094.0
0.46154	384.0	1048.0
0.48718	390.0	1122.0
0.51282	290.0	853.0
0.53846	290.0	870.0
0.5641	275.0	758.0
0.58974	264.0	773.0
0.61538	248.0	737.0
0.64103	234.0	688.0
0.66667	268.0	728.0
0.69231	291.0	782.0
0.71795	188.0	667.0
0.74359	202.0	614.0
0.76923	197.0	543.0
0.79487	244.0	589.0
0.82051	193.0	694.0
0.84615	239.0	626.0
0.87179	176.0	636.0
0.89744	225.0	664.0
0.92308	211.0	632.0
0.94872	305.0	698.0
0.97436	212.0	669.0
1.0	302.0	834.0
