f	pi	p0
0.02564	37735.0	41843.0
0.05128	12009.0	18635.0
0.07692	6562.0	11379.0
0.10256	4060.0	7761.0
0.12821	2886.0	5705.0
0.15385	2154.0	4737.0
0.17949	1627.0	3733.0
0.20513	1360.0	3234.0
0.23077	1093.0	2703.0
0.25641	936.0	2194.0
0.28205	831.0	2002.0
0.30769	688.0	1745.0
0.33333	603.0	1603.0
0.35897	667.0	1448.0
0.38462	565.0	1302.0
0.41026	437.0	1274.0
0.4359	410.0	1094.0
0.46154	399.0	1002.0
0.48718	351.0	1022.0
0.51282	325.0	932.0
0.53846	287.0	843.0
0.5641	258.0	817.0
0.58974	293.0	800.0
0.61538	239.0	727.0
0.64103	255.0	744.0
0.66667	225.0	728.0
0.69231	245.0	707.0
0.71795	210.0	603.0
0.74359	207.0	651.0
0.76923	198.0	598.0
0.79487	229.0	646.0
0.82051	179.0	713.0
0.84615	212.0	631.0
0.87179	209.0	632.0
0.89744	235.0	718.0
0.92308	238.0	605.0
0.94872	320.0	730.0
0.97436	226.0	639.0
1.0	237.0	789.0
