f	pi	p0
0.02564	38291.0	42765.0
0.05128	12178.0	18538.0
0.07692	6651.0	11428.0
0.10256	4163.0	7572.0
0.12821	2820.0	5920.0
0.15385	2151.0	4403.0
0.17949	1611.0	3720.0
0.20513	1373.0	3042.0
0.23077	1127.0	2696.0
0.25641	861.0	2290.0
0.28205	831.0	2000.0
0.30769	737.0	1802.0
0.33333	574.0	1502.0
0.35897	676.0	1514.0
0.38462	512.0	1271.0
0.41026	444.0	1241.0
0.4359	413.0	1114.0
0.46154	411.0	1054.0
0.48718	322.0	997.0
0.51282	329.0	914.0
0.53846	254.0	791.0
0.5641	272.0	907.0
0.58974	261.0	779.0
0.61538	231.0	699.0
0.64103	236.0	702.0
0.66667	246.0	675.0
0.69231	257.0	619.0
0.71795	204.0	680.0
0.74359	204.0	602.0
0.76923	218.0	611.0
0.79487	252.0	606.0
0.82051	189.0	610.0
0.84615	212.0	589.0
0.87179	202.0	602.0
0.89744	236.0	650.0
0.92308	229.0	602.0
0.94872	249.0	756.0
0.97436	249.0	635.0
1.0	289.0	763.0
