f	pi	p0
0.02564	38409.0	42895.0
0.05128	12064.0	18644.0
0.07692	6323.0	11269.0
0.10256	4217.0	7808.0
0.12821	2922.0	5868.0
0.15385	2061.0	4463.0
0.17949	1666.0	3695.0
0.20513	1323.0	3202.0
0.23077	1192.0	2716.0
0.25641	935.0	2151.0
0.28205	787.0	1941.0
0.30769	668.0	1749.0
0.33333	602.0	1589.0
0.35897	643.0	1614.0
0.38462	548.0	1265.0
0.41026	475.0	1226.0
0.4359	371.0	1127.0
0.46154	371.0	980.0
0.48718	316.0	1021.0
0.51282	342.0	907.0
0.53846	270.0	876.0
0.5641	248.0	888.0
0.58974	243.0	813.0
0.61538	266.0	757.0
0.64103	244.0	731.0
0.66667	249.0	802.0
0.69231	260.0	712.0
0.71795	227.0	622.0
0.74359	192.0	563.0
0.76923	195.0	553.0
0.79487	267.0	652.0
0.82051	216.0	698.0
0.84615	213.0	592.0
0.87179	156.0	543.0
0.89744	253.0	658.0
0.92308	204.0	618.0
0.94872	303.0	752.0
0.97436	229.0	672.0
1.0	272.0	764.0
