f	pi	p0
0.02564	38152.0	42673.0
0.05128	12172.0	18729.0
0.07692	6444.0	11112.0
0.10256	4065.0	7579.0
0.12821	2916.0	5614.0
0.15385	2083.0	4543.0
0.17949	1627.0	3706.0
0.20513	1343.0	3149.0
0.23077	1128.0	2590.0
0.25641	927.0	2197.0
0.28205	852.0	2076.0
0.30769	769.0	1808.0
0.33333	563.0	1597.0
0.35897	630.0	1574.0
0.38462	541.0	1244.0
0.41026	436.0	1229.0
0.4359	411.0	1227.0
0.46154	384.0	966.0
0.48718	348.0	1055.0
0.51282	284.0	943.0
0.53846	286.0	889.0
0.5641	266.0	836.0
0.58974	275.0	825.0
0.61538	224.0	727.0
0.64103	217.0	710.0
0.66667	253.0	747.0
0.69231	249.0	705.0
0.71795	188.0	628.0
0.74359	207.0	555.0
0.76923	235.0	544.0
0.79487	246.0	621.0
0.82051	226.0	633.0
0.84615	214.0	623.0
0.87179	197.0	608.0
0.89744	246.0	634.0
0.92308	205.0	584.0
0.94872	267.0	696.0
0.97436	253.0	661.0
1.0	268.0	794.0
