f	pi	p0
0.02564	38234.0	42942.0
0.05128	12080.0	19036.0
0.07692	6495.0	11052.0
0.10256	3978.0	7726.0
0.12821	3016.0	5859.0
0.15385	2131.0	4534.0
0.17949	1584.0	3618.0
0.20513	1363.0	3097.0
0.23077	1144.0	2681.0
0.25641	849.0	2226.0
0.28205	811.0	1961.0
0.30769	665.0	1816.0
0.33333	549.0	1573.0
0.35897	591.0	1448.0
0.38462	526.0	1242.0
0.41026	425.0	1218.0
0.4359	396.0	1138.0
0.46154	417.0	1045.0
0.48718	322.0	997.0
0.51282	309.0	934.0
0.53846	293.0	795.0
0.5641	296.0	842.0
0.58974	273.0	825.0
0.61538	236.0	682.0
0.64103	235.0	748.0
0.66667	216.0	654.0
0.69231	262.0	650.0
0.71795	219.0	715.0
0.74359	212.0	584.0
0.76923	231.0	629.0
0.79487	275.0	662.0
0.82051	218.0	672.0
0.84615	232.0	646.0
0.87179	181.0	592.0
0.89744	235.0	638.0
0.92308	222.0	590.0
0.94872	237.0	654.0
0.97436	239.0	668.0
1.0	289.0	780.0
