f	pi	p0
0.02564	4365.0	5134.0
0.05128	1419.0	2423.0
0.07692	786.0	1539.0
0.10256	553.0	1172.0
0.12821	368.0	872.0
0.15385	315.0	640.0
0.17949	243.0	611.0
0.20513	200.0	551.0
0.23077	136.0	429.0
0.25641	142.0	418.0
0.28205	130.0	340.0
0.30769	114.0	314.0
0.33333	99.0	302.0
0.35897	106.0	297.0
0.38462	77.0	286.0
0.41026	87.0	265.0
0.4359	89.0	223.0
0.46154	74.0	205.0
0.48718	58.0	158.0
0.51282	76.0	236.0
0.53846	47.0	192.0
0.5641	44.0	146.0
0.58974	37.0	183.0
0.61538	35.0	157.0
0.64103	45.0	132.0
0.66667	42.0	148.0
0.69231	23.0	156.0
0.71795	45.0	151.0
0.74359	18.0	116.0
0.76923	45.0	128.0
0.79487	30.0	117.0
0.82051	36.0	108.0
0.84615	38.0	118.0
0.87179	32.0	145.0
0.89744	29.0	139.0
0.92308	44.0	88.0
0.94872	36.0	109.0
0.97436	31.0	86.0
1.0	42.0	143.0
