f	pi	p0
0.02564	4358.0	5224.0
0.05128	1517.0	2491.0
0.07692	726.0	1564.0
0.10256	559.0	1159.0
0.12821	337.0	894.0
0.15385	303.0	730.0
0.17949	266.0	617.0
0.20513	222.0	507.0
0.23077	153.0	447.0
0.25641	136.0	440.0
0.28205	142.0	361.0
0.30769	111.0	304.0
0.33333	111.0	336.0
0.35897	96.0	313.0
0.38462	88.0	259.0
0.41026	92.0	237.0
0.4359	80.0	235.0
0.46154	76.0	173.0
0.48718	69.0	165.0
0.51282	63.0	228.0
0.53846	61.0	168.0
0.5641	42.0	156.0
0.58974	39.0	181.0
0.61538	22.0	158.0
0.64103	42.0	137.0
0.66667	41.0	118.0
0.69231	20.0	146.0
0.71795	40.0	152.0
0.74359	38.0	124.0
0.76923	34.0	120.0
0.79487	47.0	97.0
0.82051	19.0	87.0
0.84615	37.0	123.0
0.87179	25.0	137.0
0.89744	40.0	126.0
0.92308	51.0	90.0
0.94872	38.0	107.0
0.97436	27.0	69.0
1.0	39.0	161.0
