f	pi	p0
0.02564	4356.0	5108.0
0.05128	1485.0	2482.0
0.07692	756.0	1526.0
0.10256	603.0	1143.0
0.12821	392.0	874.0
0.15385	294.0	643.0
0.17949	254.0	591.0
0.20513	198.0	579.0
0.23077	168.0	473.0
0.25641	148.0	443.0
0.28205	122.0	325.0
0.30769	134.0	339.0
0.33333	117.0	311.0
0.35897	121.0	294.0
0.38462	87.0	259.0
0.41026	84.0	258.0
0.4359	78.0	230.0
0.46154	74.0	180.0
0.48718	52.0	164.0
0.51282	70.0	219.0
0.53846	56.0	169.0
0.5641	59.0	171.0
0.58974	44.0	188.0
0.61538	24.0	172.0
0.64103	45.0	149.0
0.66667	39.0	141.0
0.69231	16.0	130.0
0.71795	46.0	159.0
0.74359	23.0	113.0
0.76923	42.0	120.0
0.79487	46.0	128.0
0.82051	31.0	115.0
0.84615	29.0	121.0
0.87179	26.0	127.0
0.89744	46.0	146.0
0.92308	38.0	102.0
0.94872	40.0	117.0
0.97436	34.0	99.0
1.0	30.0	138.0
