f	pi	p0
0.02564	4374.0	5407.0
0.05128	1449.0	2394.0
0.07692	785.0	1585.0
0.10256	576.0	1220.0
0.12821	394.0	846.0
0.15385	285.0	700.0
0.17949	264.0	616.0
0.20513	225.0	569.0
0.23077	165.0	447.0
0.25641	121.0	458.0
0.28205	161.0	350.0
0.30769	137.0	316.0
0.33333	83.0	329.0
0.35897	135.0	291.0
0.38462	81.0	257.0
0.41026	69.0	232.0
0.4359	79.0	219.0
0.46154	63.0	168.0
0.48718	76.0	168.0
0.51282	63.0	196.0
0.53846	45.0	202.0
0.5641	43.0	146.0
0.58974	51.0	204.0
0.61538	46.0	155.0
0.64103	37.0	120.0
0.66667	48.0	115.0
0.69231	24.0	145.0
0.71795	42.0	161.0
0.74359	30.0	145.0
0.76923	41.0	107.0
0.79487	29.0	110.0
0.82051	27.0	108.0
0.84615	22.0	110.0
0.87179	26.0	140.0
0.89744	33.0	124.0
0.92308	47.0	100.0
0.94872	36.0	109.0
0.97436	31.0	86.0
1.0	36.0	134.0
