f	pi	p0
0.02564	4255.0	5365.0
0.05128	1438.0	2511.0
0.07692	807.0	1523.0
0.10256	536.0	1138.0
0.12821	344.0	860.0
0.15385	321.0	646.0
0.17949	270.0	636.0
0.20513	211.0	574.0
0.23077	135.0	407.0
0.25641	142.0	414.0
0.28205	122.0	357.0
0.30769	102.0	309.0
0.33333	101.0	316.0
0.35897	112.0	287.0
0.38462	80.0	272.0
0.41026	74.0	238.0
0.4359	77.0	199.0
0.46154	57.0	159.0
0.48718	71.0	177.0
0.51282	92.0	224.0
0.53846	41.0	172.0
0.5641	46.0	128.0
0.58974	43.0	164.0
0.61538	39.0	147.0
0.64103	52.0	157.0
0.66667	48.0	132.0
0.69231	23.0	137.0
0.71795	32.0	152.0
0.74359	23.0	111.0
0.76923	31.0	117.0
0.79487	33.0	124.0
0.82051	29.0	115.0
0.84615	32.0	111.0
0.87179	21.0	146.0
0.89744	45.0	128.0
0.92308	44.0	95.0
0.94872	36.0	112.0
0.97436	33.0	74.0
1.0	45.0	153.0
