f	pi	p0
0.02564	4362.0	5130.0
0.05128	1463.0	2498.0
0.07692	791.0	1504.0
0.10256	530.0	1141.0
0.12821	412.0	827.0
0.15385	287.0	685.0
0.17949	261.0	631.0
0.20513	221.0	566.0
0.23077	181.0	461.0
0.25641	141.0	405.0
0.28205	146.0	333.0
0.30769	123.0	322.0
0.33333	132.0	292.0
0.35897	105.0	277.0
0.38462	99.0	262.0
0.41026	83.0	215.0
0.4359	82.0	214.0
0.46154	53.0	193.0
0.48718	66.0	121.0
0.51282	91.0	220.0
0.53846	43.0	164.0
0.5641	42.0	142.0
0.58974	39.0	192.0
0.61538	29.0	140.0
0.64103	39.0	131.0
0.66667	32.0	117.0
0.69231	12.0	128.0
0.71795	45.0	157.0
0.74359	27.0	129.0
0.76923	32.0	141.0
0.79487	35.0	144.0
0.82051	30.0	125.0
0.84615	38.0	123.0
0.87179	36.0	149.0
0.89744	53.0	118.0
0.92308	43.0	95.0
0.94872	47.0	92.0
0.97436	30.0	92.0
1.0	34.0	116.0
