f	pi	p0
0.02564	4328.0	5141.0
0.05128	1506.0	2504.0
0.07692	752.0	1573.0
0.10256	529.0	1184.0
0.12821	385.0	870.0
0.15385	294.0	663.0
0.17949	248.0	593.0
0.20513	203.0	520.0
0.23077	148.0	466.0
0.25641	137.0	436.0
0.28205	134.0	325.0
0.30769	119.0	319.0
0.33333	100.0	326.0
0.35897	99.0	320.0
0.38462	85.0	235.0
0.41026	77.0	220.0
0.4359	77.0	204.0
0.46154	70.0	158.0
0.48718	62.0	150.0
0.51282	68.0	210.0
0.53846	48.0	180.0
0.5641	43.0	156.0
0.58974	36.0	172.0
0.61538	31.0	160.0
0.64103	53.0	135.0
0.66667	41.0	125.0
0.69231	25.0	160.0
0.71795	46.0	178.0
0.74359	40.0	117.0
0.76923	48.0	100.0
0.79487	38.0	118.0
0.82051	23.0	103.0
0.84615	32.0	123.0
0.87179	30.0	120.0
0.89744	50.0	148.0
0.92308	40.0	91.0
0.94872	42.0	98.0
0.97436	27.0	78.0
1.0	42.0	140.0
