f	pi	p0
0.02564	4340.0	5015.0
0.05128	1485.0	2508.0
0.07692	838.0	1670.0
0.10256	589.0	1174.0
0.12821	372.0	890.0
0.15385	315.0	679.0
0.17949	241.0	590.0
0.20513	202.0	520.0
0.23077	151.0	464.0
0.25641	141.0	457.0
0.28205	125.0	354.0
0.30769	126.0	323.0
0.33333	130.0	301.0
0.35897	100.0	295.0
0.38462	77.0	235.0
0.41026	79.0	217.0
0.4359	89.0	202.0
0.46154	65.0	182.0
0.48718	63.0	159.0
0.51282	78.0	235.0
0.53846	37.0	178.0
0.5641	41.0	152.0
0.58974	44.0	172.0
0.61538	29.0	150.0
0.64103	46.0	126.0
0.66667	42.0	119.0
0.69231	15.0	106.0
0.71795	36.0	158.0
0.74359	35.0	107.0
0.76923	34.0	105.0
0.79487	40.0	127.0
0.82051	35.0	94.0
0.84615	40.0	123.0
0.87179	23.0	113.0
0.89744	30.0	118.0
0.92308	55.0	84.0
0.94872	39.0	104.0
0.97436	21.0	95.0
1.0	45.0	113.0
