f	pi	p0
0.02564	4354.0	5163.0
0.05128	1589.0	2481.0
0.07692	756.0	1571.0
0.10256	548.0	1232.0
0.12821	368.0	865.0
0.15385	311.0	728.0
0.17949	265.0	600.0
0.20513	212.0	586.0
0.23077	175.0	391.0
0.25641	145.0	439.0
0.28205	113.0	363.0
0.30769	113.0	334.0
0.33333	107.0	300.0
0.35897	112.0	280.0
0.38462	85.0	268.0
0.41026	73.0	248.0
0.4359	82.0	203.0
0.46154	57.0	175.0
0.48718	55.0	144.0
0.51282	76.0	261.0
0.53846	47.0	159.0
0.5641	42.0	147.0
0.58974	54.0	190.0
0.61538	32.0	148.0
0.64103	42.0	140.0
0.66667	40.0	142.0
0.69231	26.0	120.0
0.71795	39.0	171.0
0.74359	31.0	108.0
0.76923	41.0	130.0
0.79487	37.0	124.0
0.82051	29.0	102.0
0.84615	31.0	109.0
0.87179	25.0	141.0
0.89744	36.0	145.0
0.92308	43.0	103.0
0.94872	50.0	114.0
0.97436	41.0	78.0
1.0	40.0	138.0
