f	pi	p0
0.02564	4380.0	5129.0
0.05128	1474.0	2551.0
0.07692	800.0	1608.0
0.10256	556.0	1176.0
0.12821	393.0	878.0
0.15385	306.0	706.0
0.17949	222.0	606.0
0.20513	209.0	536.0
0.23077	154.0	472.0
0.25641	122.0	411.0
0.28205	137.0	352.0
0.30769	129.0	317.0
0.33333	105.0	281.0
0.35897	95.0	302.0
0.38462	75.0	298.0
0.41026	69.0	219.0
0.4359	74.0	199.0
0.46154	57.0	163.0
0.48718	65.0	140.0
0.51282	74.0	235.0
0.53846	56.0	170.0
0.5641	39.0	134.0
0.58974	50.0	181.0
0.61538	43.0	146.0
0.64103	29.0	123.0
0.66667	46.0	154.0
0.69231	22.0	134.0
0.71795	39.0	137.0
0.74359	21.0	145.0
0.76923	36.0	122.0
0.79487	47.0	118.0
0.82051	32.0	97.0
0.84615	32.0	112.0
0.87179	27.0	139.0
0.89744	32.0	118.0
0.92308	58.0	103.0
0.94872	43.0	98.0
0.97436	30.0	88.0
1.0	46.0	126.0
