f	pi	p0
0.02564	4339.0	5153.0
0.05128	1455.0	2459.0
0.07692	741.0	1527.0
0.10256	560.0	1112.0
0.12821	434.0	848.0
0.15385	296.0	698.0
0.17949	238.0	659.0
0.20513	186.0	497.0
0.23077	145.0	471.0
0.25641	138.0	457.0
0.28205	148.0	340.0
0.30769	102.0	319.0
0.33333	110.0	330.0
0.35897	78.0	273.0
0.38462	80.0	259.0
0.41026	73.0	245.0
0.4359	79.0	201.0
0.46154	64.0	183.0
0.48718	73.0	173.0
0.51282	76.0	250.0
0.53846	45.0	181.0
0.5641	51.0	175.0
0.58974	52.0	185.0
0.61538	37.0	200.0
0.64103	37.0	142.0
0.66667	47.0	127.0
0.69231	12.0	113.0
0.71795	29.0	150.0
0.74359	30.0	137.0
0.76923	26.0	142.0
0.79487	28.0	125.0
0.82051	25.0	120.0
0.84615	42.0	113.0
0.87179	27.0	141.0
0.89744	32.0	142.0
0.92308	40.0	83.0
0.94872	39.0	107.0
0.97436	24.0	77.0
1.0	47.0	132.0
