f	pi	p0
0.02564	4313.0	5214.0
0.05128	1552.0	2396.0
0.07692	831.0	1505.0
0.10256	604.0	1179.0
0.12821	373.0	852.0
0.15385	298.0	671.0
0.17949	280.0	635.0
0.20513	202.0	550.0
0.23077	173.0	391.0
0.25641	150.0	423.0
0.28205	129.0	375.0
0.30769	106.0	298.0
0.33333	98.0	288.0
0.35897	103.0	315.0
0.38462	69.0	252.0
0.41026	72.0	204.0
0.4359	93.0	219.0
0.46154	64.0	197.0
0.48718	60.0	167.0
0.51282	89.0	224.0
0.53846	56.0	193.0
0.5641	41.0	155.0
0.58974	51.0	170.0
0.61538	41.0	135.0
0.64103	42.0	124.0
0.66667	48.0	130.0
0.69231	23.0	143.0
0.71795	33.0	173.0
0.74359	31.0	115.0
0.76923	33.0	142.0
0.79487	41.0	144.0
0.82051	31.0	112.0
0.84615	31.0	132.0
0.87179	25.0	115.0
0.89744	36.0	124.0
0.92308	43.0	104.0
0.94872	39.0	99.0
0.97436	23.0	94.0
1.0	49.0	158.0
