f	pi	p0
0.02564	4313.0	5072.0
0.05128	1523.0	2496.0
0.07692	825.0	1581.0
0.10256	559.0	1170.0
0.12821	411.0	898.0
0.15385	273.0	663.0
0.17949	231.0	606.0
0.20513	217.0	554.0
0.23077	154.0	457.0
0.25641	119.0	431.0
0.28205	135.0	374.0
0.30769	122.0	321.0
0.33333	122.0	291.0
0.35897	108.0	322.0
0.38462	80.0	265.0
0.41026	73.0	248.0
0.4359	74.0	215.0
0.46154	65.0	183.0
0.48718	67.0	174.0
0.51282	84.0	231.0
0.53846	52.0	164.0
0.5641	41.0	148.0
0.58974	53.0	172.0
0.61538	42.0	167.0
0.64103	36.0	149.0
0.66667	56.0	155.0
0.69231	23.0	151.0
0.71795	36.0	174.0
0.74359	29.0	112.0
0.76923	27.0	117.0
0.79487	35.0	125.0
0.82051	26.0	106.0
0.84615	44.0	125.0
0.87179	30.0	140.0
0.89744	29.0	117.0
0.92308	38.0	89.0
0.94872	33.0	92.0
0.97436	21.0	85.0
1.0	34.0	142.0
